OBJECTID,GLOBAL_ID,NAME,TYPE_CODE,CLASS,UPPER_DESC,UPPER_VAL,UPPER_UOM,UPPER_CODE,LOWER_DESC,LOWER_VAL,LOWER_UOM,LOWER_CODE,LEVEL_CODE,CITY,STATE,COUNTRY,CONT_AGENT,COMM_NAME,SECTOR,ONSHORE,EXCLUSION,TIMESOFUSE,GMTOFFSET,DST_CODE,REMARKS,AK_LOW,AK_HIGH,US_LOW,US_HIGH,US_AREA,PACIFIC,Shape__Area,Shape__Length
981,83CDE722-2418-461E-A071-7E0B47D9B9DC,YUKON 2 MOA,MOA,,TNI,18000,FT,MSL,ANI,1500,FT,SFC,L,,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,EXCLUSION3 EXCLUDES AT OR BELOW 1500 FT AGL,1,1,"0800 - 1800, MON - FRI; OTHER TIMES BY NOTAM BETWEEN 0700 - 0000; %PENDING SPECIAL USE AIRSPACE INFORMATION SERVICE AVAILABILITY",-9,1,EXCLUDES AT OR BELOW 1500 FT AGL,1,0,0,0,0,0,0.0184696098540371,0.549217589185788
982,72CA4F10-FF87-40DB-84B7-3B9058754F93,YUKON 2 MOA,MOA,,TNI,18000,FT,MSL,,2000,FT,SFC,L,,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,EXCLUSION4 EXCLUDES BELOW 2000 FT AGL,1,1,"0800 - 1800, MON - FRI; OTHER TIMES BY NOTAM BETWEEN 0700 - 0000; %PENDING SPECIAL USE AIRSPACE INFORMATION SERVICE AVAILABILITY",-9,1,EXCLUDES BELOW 2000 FT AGL,1,0,0,0,0,0,0.447125000717278,4.45200743861334
983,49295133-75FC-408B-BC90-0E413ACF0523,YUKON 2 MOA,MOA,,TNI,18000,FT,MSL,ANI,2000,FT,SFC,L,,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,EXCLUSION5 EXCLUDES SFC TO 2000 FT AGL APR 15 - SEP 15,1,1,"0800 - 1800, MON - FRI; OTHER TIMES BY NOTAM BETWEEN 0700 - 0000; %PENDING SPECIAL USE AIRSPACE INFORMATION SERVICE AVAILABILITY",-9,1,EXCLUDES SFC TO 2000 FT AGL APR 15 - SEP 15,1,0,0,0,0,0,0.111643160910717,2.89911413242963
984,F84782FD-5D8B-4632-A35F-A43FAE27AA6B,YUKON 2 MOA,MOA,,TNI,18000,FT,MSL,ANI,2000,FT,SFC,L,,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,EXCLUSION6 EXCLUDES SFC TO 2000 FT AGL APR 15 - SEP 15,1,1,"0800 - 1800, MON - FRI; OTHER TIMES BY NOTAM BETWEEN 0700 - 0000; %PENDING SPECIAL USE AIRSPACE INFORMATION SERVICE AVAILABILITY",-9,1,EXCLUDES SFC TO 2000 FT AGL APR 15 - SEP 15,0,0,0,0,0,0,0.040642795110216,1.22217818854361
985,475B05BA-685E-4DFC-982C-DE793AF9011C,YUKON 3A LOW MOA,MOA,,TNI,10000,FT,MSL,,100,FT,SFC,L,,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,,1,0,"1000 - 1130, 1330 - 1500, MON - FRI; OTHER TIMES BY NOTAM BETWEEN 0700 - 0000; %PENDING SPECIAL USE AIRSPACE INFORMATION SERVICE AVAILABILITY",-9,1,,1,0,0,0,0,0,1.43022714604558,6.1211266435052
986,83161E78-1FCA-48B7-B20B-7144BF9C1BAD,YUKON 3A LOW MOA,MOA,,TNI,10000,FT,MSL,,100,FT,SFC,L,,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,,1,0,"1000 - 1130, 1330 - 1500, MON - FRI; OTHER TIMES BY NOTAM BETWEEN 0700 - 0000; %PENDING SPECIAL USE AIRSPACE INFORMATION SERVICE AVAILABILITY",-9,1,,0,0,0,0,0,0,0.00106281596254121,0.338837166779912
987,FB9B7C10-CC9E-40E3-B002-ADB26A2DBEEA,YUKON 3A LOW MOA,MOA,,TNI,10000,FT,MSL,ANI,2000,FT,SFC,L,,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,EXCLUSION1 EXCLUDES 2000 FT AGL AND BELOW APR 15 - SEP 15,1,1,"1000 - 1130, 1330 - 1500, MON - FRI; OTHER TIMES BY NOTAM BETWEEN 0700 - 0000; %PENDING SPECIAL USE AIRSPACE INFORMATION SERVICE AVAILABILITY",-9,1,EXCLUDES 2000 FT AGL AND BELOW APR 15 - SEP 15,1,0,0,0,0,0,0.0246982113321792,0.765426918043936
988,1DF64853-F760-4446-93FF-84D950DE3917,YUKON 4 MOA,MOA,,TNI,180,FL,STD,,100,FT,SFC,L,,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,,1,0,"1000 - 1500, MON - FRI; OTHER TIMES BY NOTAM BETWEEN 0700 - 0000",-9,1,,0,0,0,0,0,0,0.017758400389539,0.574321141422531
989,A2DC6DC0-60CE-4576-B67F-9E703F5EA82A,YUKON 4 MOA,MOA,,TNI,180,FL,STD,,100,FT,SFC,L,,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,,1,0,"1000 - 1500, MON - FRI; OTHER TIMES BY NOTAM BETWEEN 0700 - 0000",-9,1,,1,0,0,0,0,0,1.58190695131088,8.51642209867163
990,4BA5F7D0-6FE1-4F04-ACE1-1188C7D0202F,YUKON 4 MOA,MOA,,TNI,180,FL,STD,,100,FT,SFC,L,,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,,1,0,"1000 - 1500, MON - FRI; OTHER TIMES BY NOTAM BETWEEN 0700 - 0000",-9,1,,1,0,0,0,0,0,0.305068292615942,3.52538759752681
991,918C8770-FC65-431F-A25A-38CD0676E058,YUKON 4 MOA,MOA,,TNI,18000,FT,MSL,ANI,2000,FT,SFC,L,,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,EXCLUSION1 EXCLUDES SFC TO 2000 FT AGL APR 15 - SEP 15,1,1,"1000 - 1500, MON - FRI; OTHER TIMES BY NOTAM BETWEEN 0700 - 0000",-9,1,EXCLUDES SFC TO 2000 FT AGL APR 15 - SEP 15,1,0,0,0,0,0,0.334282317351608,7.19346371418074
992,9F2BC6BD-DC64-454B-B49A-A03B5B58E974,R-5111C,R,,,-9998,,UNLTD,,13000,FT,MSL,B,ELEPHANT BUTTE,NM,UNITED STATES,"FAA, ALBUQUERQUE ARTCC",,,1,0,BY NOTAM 12 HRS IN ADVANCE,-7,1,,0,0,1,1,0,0,0.0666063773660426,1.12541685548859
993,975037B7-8B4A-4999-8A12-35D1B53F7CF3,R-5111C,R,,,-9998,,UNLTD,,13000,FT,MSL,B,ELEPHANT BUTTE,NM,UNITED STATES,"FAA, ALBUQUERQUE ARTCC",,,1,0,BY NOTAM 12 HRS IN ADVANCE,-7,1,,0,0,0,0,0,0,0.0027761106057369,0.26191746794106
994,4FDCB49F-3FD2-4C24-925C-6374675E2AA7,R-5111C,R,,TNI,24000,FT,MSL,,13000,FT,MSL,B,ELEPHANT BUTTE,NM,UNITED STATES,"FAA, ALBUQUERQUE ARTCC",,EXCLUSION1 EXCLUDES R-5107F,1,1,BY NOTAM 12 HRS IN ADVANCE,-7,1,EXCLUDES R-5107F,0,0,1,0,0,0,0.0284791646156464,0.681387357330048
995,3C09EE67-5D59-4114-8FC6-56CD69C508A6,R-5111C,R,,,-9998,,UNLTD,ANI,45000,FT,MSL,B,ELEPHANT BUTTE,NM,UNITED STATES,"FAA, ALBUQUERQUE ARTCC",,EXCLUSION2 EXCLUDES R-5107F,1,1,BY NOTAM 12 HRS IN ADVANCE,-7,1,EXCLUDES R-5107F,0,0,0,1,0,0,0.0284791646156464,0.681387357330048
996,0CD5D799-DF59-4C49-AC2C-9F6EBD4418B6,R-5111C,R,,TNI,24000,FT,MSL,,13000,FT,MSL,B,ELEPHANT BUTTE,NM,UNITED STATES,"FAA, ALBUQUERQUE ARTCC",,EXCLUSION3 EXCLUDES R-5107G,1,1,BY NOTAM 12 HRS IN ADVANCE,-7,1,EXCLUDES R-5107G,0,0,1,0,0,0,0.0268891145683483,0.659597515876976
997,65714BD9-960D-4AEB-8B1C-785B86290A12,R-5111C,R,,,-9998,,UNLTD,ANI,45000,FT,MSL,B,ELEPHANT BUTTE,NM,UNITED STATES,"FAA, ALBUQUERQUE ARTCC",,EXCLUSION4 EXCLUDES R-5107G,1,1,BY NOTAM 12 HRS IN ADVANCE,-7,1,EXCLUDES R-5107G,0,0,0,1,0,0,0.0268891145683483,0.659597515876976
998,4153A36D-6BFB-4ED8-811B-65D68639469D,R-5303A,R,,TNI,7000,FT,MSL,,0,FT,SFC,L,CAMP LEJEUNE,NC,UNITED STATES,"USMC, CHERRY POINT APPROACH CONTROL",,,1,0,"0600 - 1800, MON - FRI; OTHER TIMES BY NOTAM 24 HOURS IN ADVANCE",-5,1,,0,0,1,0,0,0,0.00791249103144764,0.367121267798151
999,2929675A-6F8F-41C1-B70C-DAED7BABB1DB,R-5303A,R,,TNI,7000,FT,MSL,ANI,1500,FT,SFC,L,CAMP LEJEUNE,NC,UNITED STATES,"USMC, CHERRY POINT APPROACH CONTROL",,EXCLUSION1 EXCLUDES 1500 FT AND BELOW,1,1,"0600 - 1800, MON - FRI; OTHER TIMES BY NOTAM 24 HOURS IN ADVANCE",-5,1,EXCLUDES 1500 FT AGL AND BELOW,0,0,1,0,0,0,0.00052761306596949,0.122720619335167
1000,18535881-3A12-4B7E-8618-5AEDB6040DE6,R-5304A,R,,TNI,7000,FT,MSL,,0,FT,SFC,L,CAMP LEJEUNE,NC,UNITED STATES,"USMC, CHERRY POINT APPROACH CONTROL",,,1,0,"0600 - 1800, MON - FRI; OTHER TIMES BY NOTAM 24 HOURS IN ADVANCE",-5,1,,0,0,1,0,0,0,0.0065428248472017,0.353508836094813
1001,123C6067-2ACC-4450-85B7-A3C4DC3F76A0,R-5304A,R,,TNI,7000,FT,MSL,ANI,1500,FT,SFC,L,CAMP LEJEUNE,NC,UNITED STATES,"USMC, CHERRY POINT APPROACH CONTROL",,EXCLUSION1 EXCLUDES 1500 FT AND BELOW,1,1,"0600 - 1800, MON - FRI; OTHER TIMES BY NOTAM 24 HOURS IN ADVANCE",-5,1,EXCLUDES 1500 FT AGL AND BELOW,0,0,1,0,0,0,0.00156194501141727,0.17153245434428
1002,4B2CFA21-4E0D-4D47-9D0F-75AA8EC18E89,R-5311A,R,,TNI,7000,FT,MSL,,0,FT,SFC,L,FORT LIBERTY,NC,UNITED STATES,"FAA, WASHINGTON ARTCC",,,1,0,CONTINUOUS,-5,1,,0,0,1,0,0,0,0.0427269496165081,0.98314413693937
1003,39DFFEE9-58ED-41D8-905A-56E842E9A0BD,R-5402,R,,TNI,10000,FT,MSL,,500,FT,SFC,L,DEVILS LAKE,ND,UNITED STATES,"FAA, MINNEAPOLIS ARTCC",,,1,0,"0700 - 2000, DAILY, BY NOTAM 6 HOURS IN ADVANCE; OTHER TIMES BY NOTAM",-6,1,EXCLUDES R-5401 AND R-5403A WHEN ACTIVE,0,0,1,0,0,0,0.055466109155077,0.898652737296187
1004,404B11AE-7542-4BBC-8A23-5F6C039261ED,W-187,W,,TI,18000,FT,MSL,,0,FT,SFC,B,HAWAII,HI,UNITED STATES,"FAA, HONOLULU CONTROL FACILITY",,,0,0,"0700 - 2200, MON - FRI; 0800 - 1600, SAT - SUN; OTHER TIMES BY NOTAM",-10,0,,0,0,0,0,0,1,0.0235026703301173,0.543928554615766
1005,3EF710F2-65D2-4876-B0D1-CFC358122ABE,W-187,W,,,0,FT,SFC,,0,FT,SFC,B,HAWAII,HI,UNITED STATES,"FAA, HONOLULU CONTROL FACILITY",,EXCLUSION1 EXCLUDES WITHIN 3 NM OF THE ISLAND OF KAULA,0,1,"0700 - 2200, MON - FRI; 0800 - 1600, SAT - SUN; OTHER TIMES BY NOTAM",-10,0,EXCLUDES WITHIN 3 NM OF THE ISLAND OF KAULA,0,0,0,0,0,1,0.0101777378783936,0.358490704515762
1006,244F2219-C17F-43C6-A7FF-CF252B12BA17,W-289S,W,,,-9998,,UNLTD,,0,FT,SFC,B,POINT MUGU,CA,UNITED STATES,"FAA, LOS ANGELES ARTCC",,,0,0,INTERMITTENT BY NOTAM,-8,1,"EXCLUDES W-412, R-2535A AND R-2535B WHEN ACTIVE",0,0,1,1,0,0,4.41475254585885,8.92991850647132
1007,5A27A581-F183-43D3-B6AA-60F05B0B9C29,W-289W,W,,,-9998,,UNLTD,,0,FT,SFC,B,POINT MUGU,CA,UNITED STATES,"FAA, LOS ANGELES ARTCC",,,0,0,INTERMITTENT BY NOTAM,-8,1,EXCLUDES W-412 WHEN ACTIVE,0,0,1,1,1,0,0.116538040331534,1.73551553339719
1008,DDD68315-DE83-45E4-917C-2B3BFCC514F1,W-470A,W,,,-9998,,UNLTD,,0,FT,SFC,B,PANAMA CITY,FL,UNITED STATES,"FAA, JACKSONVILLE ARTCC",,,0,0,"0600 - 0030, DAILY; O/T BY NOTAM",-6,1,,0,0,1,1,0,0,0.64118899439427,3.71109299460349
1009,60824885-9939-4D81-B14E-ADD77F8A5B48,W-532S,W,,,-9998,,UNLTD,,0,FT,SFC,B,POINT ARGUELLO,CA,UNITED STATES,"FAA, LOS ANGELES ARTCC",,,0,0,INTERMITTENT BY NOTAM,-8,1,,0,0,1,1,0,0,1.34283182682293,5.75892848378817
1010,7977E743-7140-4881-9C79-E13AEC63F0C9,W-570B,W,,TI,500,FL,STD,,1000,FT,MSL,B,NEWPORT,OR,UNITED STATES,"FAA, SEATTLE ARTCC",,,0,0,INTERMITTENT BY NOTAM,-8,1,,0,1,1,1,0,0,0.270298427566559,2.8238583259201
1011,462CC1F3-72C1-4CFE-BDCA-13EBDA35C183,W-72A,W,,,-9998,,UNLTD,,0,FT,SFC,B,NORTH CAROLINA,NC,UNITED STATES,"FAA, WASHINGTON ARTCC",,,0,0,INTERMITTENT BY NOTAM,-5,1,,0,0,1,1,0,0,1.25448587180608,4.75167896450639
1012,91884189-178A-4DBE-86C3-AE3B8503B50F,W-72A,W,,TNI,2000,FT,MSL,,0,FT,SFC,B,NORTH CAROLINA,NC,UNITED STATES,"FAA, WASHINGTON ARTCC",,,0,0,INTERMITTENT BY NOTAM,-5,1,EXCLUDES 2000 FT MSL AND ABOVE,0,0,1,0,0,0,0.214941770060022,2.30893068912929
1013,CF63E9DA-2DF8-46A1-B92A-5CBAF73DDF07,W-72A,W,,,-9998,,UNLTD,ANI,600,FL,STD,B,NORTH CAROLINA,NC,UNITED STATES,"FAA, WASHINGTON ARTCC",,,0,0,INTERMITTENT BY NOTAM,-5,1,EXCLUDES FL 600 AND BELOW,0,0,0,1,0,0,0.214941770060022,2.30893068912929
1014,C4CFB9F1-070F-4F30-AE2A-12AF61980146,W-93 NORTH,W,,TI,500,FL,STD,,0,FT,SFC,B,NORTH BEND,OR,UNITED STATES,"FAA, SEATTLE ARTCC",,,0,0,"0800 - 1600, DAILY; OTHER TIMES BY NOTAM 2 HRS AND 30 MIN IN ADVANCE",-8,1,,0,1,1,1,0,0,1.86445218488461,6.40889901493417
1015,E243206B-500B-417F-BF61-AC39C49A8DBB,W-93 SOUTH,W,,TI,500,FL,STD,,0,FT,SFC,B,NORTH BEND,OR,UNITED STATES,"FAA, SEATTLE ARTCC",,,0,0,"0800 - 1600, DAILY; OTHER TIMES BY NOTAM",-8,1,,0,0,1,1,0,0,0.320788805052416,2.85382457425927
1016,7661E786-BA39-4CA2-A9F7-03E34DCA1701,R-2204 HIGH,R,,TNI,7000,FT,MSL,,1500,FT,MSL,L,OLIKTOK POINT,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,,1,0,"BY NOTAM 24 HOURS IN ADVANCE, NOT TO EXCEED 75 DAYS PER YEAR",-9,1,,1,0,0,0,0,0,0.0103654459671816,0.443022595853238
1017,B2532DD5-0C53-4A7E-89DE-DB2A83414E37,R-2204 LOW,R,,TNI,1500,FT,MSL,,0,FT,SFC,L,OLIKTOK POINT,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,,1,0,"BY NOTAM 24 HOURS IN ADVANCE, NOT TO EXCEED 75 DAYS PER YEAR",-9,1,,1,0,0,0,0,0,0.0103654459671816,0.443022595853238
1018,853F90D0-1497-43C3-BB95-2CBECF028269,R-2301W,R,,TI,800,FL,STD,,0,FT,SFC,B,AJO WEST,AZ,UNITED STATES,"FAA, LOS ANGELES ARTCC",,,1,0,CONTINUOUS,-7,0,,0,0,1,1,0,0,0.365584590719891,2.83894371435568
1019,462F1039-2DC1-49DC-8101-8BB24C956C36,R-2301W,R,,TI,80000,FT,MSL,,3000,FT,MSL,B,AJO WEST,AZ,UNITED STATES,"FAA, LOS ANGELES ARTCC",,EXCLUSION1 EXCLUDES BELOW 3000 FT MSL,1,1,CONTINUOUS,-7,0,EXCLUDES BELOW 3000 FT MSL,0,0,1,0,0,0,0.0146745487884345,1.29016201260394
1020,7B6E58CE-C06F-4999-BFF2-B3D0358B9412,R-2303A,R,,TI,15000,FT,MSL,,0,FT,SFC,L,FORT HUACHUCA,AZ,UNITED STATES,"FAA, ALBUQUERQUE ARTCC",,,1,0,"0700 - 1700, MON - FRI; OTHER TIMES BY NOTAM 24 HOURS IN ADVANCE",-7,0,,0,0,1,0,0,0,0.0160883536980236,0.536376125106898
1021,EF7B6164-4667-4F90-B771-C433A7495CB8,R-2303A,R,,TI,15000,FT,MSL,,0,FT,SFC,L,FORT HUACHUCA,AZ,UNITED STATES,"FAA, ALBUQUERQUE ARTCC",,,1,0,"0700 - 1700, MON - FRI; OTHER TIMES BY NOTAM 24 HOURS IN ADVANCE",-7,0,,0,0,1,0,0,0,0.0613015381752575,1.06216262355972
1022,AD91109A-82D1-4AE0-80D3-28890E82AC6E,R-2303A,R,,TI,15000,FT,MSL,ANI,7000,FT,MSL,L,FORT HUACHUCA,AZ,UNITED STATES,"FAA, ALBUQUERQUE ARTCC",,EXCLUSION1 EXCLUDES SFC TO 7000 FT MSL,1,1,"0700 - 1700, MON - FRI; OTHER TIMES BY NOTAM 24 HOURS IN ADVANCE",-7,0,EXCLUDES SFC TO 7000 FT MSL,0,0,1,0,0,0,0.00949672414685665,0.442245642588291
1023,CD4A1778-E373-42D6-9F5E-FCC58AA0785F,R-2303B,R,,TI,300,FL,STD,,8000,FT,MSL,B,FORT HUACHUCA,AZ,UNITED STATES,"FAA, ALBUQUERQUE ARTCC",,,1,0,"0700 - 1700, MON - FRI; OTHER TIMES BY NOTAM 24 HOURS IN ADVANCE",-7,0,EXCLUDES R-2303A WHEN ACTIVE,0,0,1,1,0,0,0.161504629549654,1.83137403967935
1024,8AEDBB67-7A01-488B-ADC7-10E06341B504,R-2307,R,,,-9998,,UNLTD,,0,FT,SFC,B,YUMA,AZ,UNITED STATES,"FAA, LOS ANGELES ARTCC",,,1,0,CONTINUOUS,-7,0,,0,0,1,1,0,0,0.0954621834428053,1.64666238378869
1025,2C42CBC8-29B0-423F-8199-7E284E911952,R-2307,R,,,-9998,,UNLTD,ANI,15000,FT,MSL,B,YUMA,AZ,UNITED STATES,"FAA, LOS ANGELES ARTCC",,EXCLUSION1 EXCLUDES R-2309,1,1,CONTINUOUS,-7,0,EXCLUDES R-2309,0,0,1,0,0,0,0.000283216801790331,0.0958167585100341
1026,9D100897-6413-4067-9D64-3E760E2164C1,R-2308A,R,,TI,80000,FT,MSL,,1500,FT,SFC,B,YUMA EAST,AZ,UNITED STATES,"FAA, LOS ANGELES ARTCC",,,1,0,CONTINUOUS,-7,0,,0,0,1,1,0,0,0.18006490003404,1.9917609492844
1027,DC6632E9-87E1-4634-88B7-C2364E61F779,R-2308A,R,,TI,80000,FT,MSL,ANI,15000,FT,MSL,B,YUMA EAST,AZ,UNITED STATES,"FAA, LOS ANGELES ARTCC",,EXCLUSION1 EXCLUDES R-2309,1,1,CONTINUOUS,-7,0,EXCLUDES R-2309,0,0,1,0,0,0,0.00205668108947066,0.167802373727276
1028,9F7E86AA-51AD-482B-BC8B-CB9B91049D3F,R-2516,R,,,-9998,,UNLTD,,0,FT,SFC,B,VANDENBERG AFB,CA,UNITED STATES,"FAA, LOS ANGELES ARTCC",,,1,0,CONTINUOUS,-8,1,,0,0,1,1,0,0,0.049996036698758,1.0247112848422
1029,F1253AAD-8151-430C-80C8-49A1188131FD,R-2517,R,,,-9998,,UNLTD,,0,FT,SFC,B,VANDENBERG AFB,CA,UNITED STATES,NONE GIVEN,,,1,0,CONTINUOUS,-8,1,,0,0,1,1,0,0,0.0387237859968081,0.905403876557569
1030,876C9A55-B1D6-411A-BF0B-B41957768113,R-2914A,R,,,-9998,,UNLTD,,0,FT,SFC,B,VALPARAISO,FL,UNITED STATES,"FAA, JACKSONVILLE ARTCC",,,1,0,CONTINUOUS,-6,1,,0,0,0,1,0,0,0.124697916758123,1.48699312091972
1031,DE9D3512-9D37-47C2-9576-D3D2C31BDA55,R-2914A,R,,,-9998,,UNLTD,ANI,5000,FT,MSL,B,VALPARAISO,FL,UNITED STATES,"FAA, JACKSONVILLE ARTCC",,EXCLUSION1 EXCLUDES R-2917,1,1,CONTINUOUS,-6,1,EXCLUDES R-2917,0,0,1,0,0,0,0.0010113082009866,0.113227974733027
1032,55712EF8-9DE8-43FD-AE7D-50DC03935A3F,R-3007C,R,,TNI,13000,FT,MSL,,100,FT,SFC,L,TOWNSEND,GA,UNITED STATES,"FAA, JACKSONVILLE ARTCC",,,1,0,"0700 - 2200, MON - FRI; O/T BY NOTAM 24 HOURS IN ADVANCE",-5,1,,0,0,1,0,0,0,0.0246402095503981,1.1007828651576
1033,34365275-05EB-4443-9671-74B8A2F0049C,R-3008C,R,,TI,1500,FT,SFC,,500,FT,SFC,L,GRAND BAY WEAPONS RANGE,GA,UNITED STATES,"US AIR FORCE, VALDOSTA APPROACH CONTROL",,,1,0,"0800 - 0130, MON - THU; 0800 - 2200, FRI; OTHER TIMES BY NOTAM 6 HOURS IN ADVANCE",-5,1,,0,0,1,0,0,0,0.0218055554262264,0.752205153976659
1034,CB2DEFE1-6B5A-464C-872D-3A150D74E5BE,R-3008C,R,,TI,10000,FT,MSL,,1500,FT,SFC,L,GRAND BAY WEAPONS RANGE,GA,UNITED STATES,"US AIR FORCE, VALDOSTA APPROACH CONTROL",,EXCLUSION1 EXCLUDES BELOW 1500 FT AGL,1,1,"0800 - 0130, MON - THU; 0800 - 2200, FRI; OTHER TIMES BY NOTAM 6 HOURS IN ADVANCE",-5,1,EXCLUDES BELOW 1500 FT AGL,0,0,1,0,0,0,0.00101808606450504,0.113583873935811
1035,A6057E09-5EE1-43D7-B9F6-AC7DDA734B48,R-3202 HIGH,R,,TI,290,FL,STD,,180,FL,STD,U,SAYLOR CREEK,ID,UNITED STATES,"FAA, SALT LAKE CITY ARTCC",,,1,0,"0730 - 2200, MON - FRI; OTHER TIMES BY NOTAM",-7,1,,0,0,0,1,0,0,0.085393518449564,1.16944444399996
1036,D414D9C3-3693-4DAB-864C-BA9514A46575,R-3202 LOW,R,,TNI,180,FL,STD,,0,FT,SFC,L,SAYLOR CREEK,ID,UNITED STATES,"FAA, SALT LAKE CITY ARTCC",,,1,0,"0730 - 2200, MON - FRI; OTHER TIMES BY NOTAM",-7,1,,0,0,1,0,0,0,0.085393518449564,1.16944444399996
1037,1512266E-3C0A-4C0E-9CF5-9024E3F2BB99,R-4006,R,,TNI,250,FL,STD,,3500,FT,MSL,B,PATUXENT RIVER,MD,UNITED STATES,"FAA, WASHINGTON ARTCC",,,1,0,"0700 - 2300, DAILY; OTHER TIMES BY NOTAM",-5,1,,0,0,1,1,1,0,0.513569844160429,2.91558976882712
1038,327B27DC-1073-4001-A863-850486D37408,R-4006,R,,TNI,25000,FT,MSL,ANI,20000,FT,MSL,B,PATUXENT RIVER,MD,UNITED STATES,"FAA, WASHINGTON ARTCC",,EXCLUSION1 EXCLUDES R-4002,1,1,"0700 - 2300, DAILY; OTHER TIMES BY NOTAM",-5,1,EXCLUDES R-4002,0,0,1,1,0,0,0.014004629737201,0.512613944807816
1039,48043587-187B-41D3-8D12-A9CB6FF7D7D7,R-4006,R,,,0,FT,SFC,,0,FT,SFC,B,PATUXENT RIVER,MD,UNITED STATES,"FAA, WASHINGTON ARTCC",,EXCLUSION2 EXCLUDES R-4005,1,1,"0700 - 2300, DAILY; OTHER TIMES BY NOTAM",-5,1,EXCLUDES R-4005,0,0,1,1,1,0,0.111513503263041,1.4065614998183
1040,57F2FD2A-4BCD-45EE-8E16-2FFB661A6361,R-4006,R,,TNI,25000,FT,MSL,ANI,20000,FT,MSL,B,PATUXENT RIVER,MD,UNITED STATES,"FAA, WASHINGTON ARTCC",,EXCLUSION3 EXCLUDES R-6609,1,1,"0700 - 2300, DAILY; OTHER TIMES BY NOTAM",-5,1,EXCLUDES R-6609,0,0,1,1,0,0,0.0300820419854517,0.689791365216316
1041,8FD8FC38-2464-4A02-8165-F439429B9EE1,R-4804A,R,,TNI,180,FL,STD,,0,FT,SFC,L,TWIN PEAKS,NV,UNITED STATES,"FAA, OAKLAND ARTCC",,,1,0,"0715 - 2330, DAILY; OTHER TIMES BY NOTAM",-8,1,,0,0,1,0,0,0,0.0293674420195202,0.658000489525733
1042,A7B098E6-C58B-4D78-998A-6CD7A6CBC846,R-4804A,R,,TNI,2000,FT,SFC,,0,FT,SFC,L,TWIN PEAKS,NV,UNITED STATES,"FAA, OAKLAND ARTCC",,EXCLUSION1 EXCLUDES 2000 FT AGL TO 8500 FT MSL,1,1,"0715 - 2330, DAILY; OTHER TIMES BY NOTAM",-8,1,EXCLUDES 2000 FT AGL TO BUT NOT INCLUDING 8500 FT MSL,0,0,0,0,0,0,0.00213245231452674,0.372938111610588
1043,E18BD4F1-7481-4FB8-A071-77790242F4F9,R-4804A,R,,TNI,18000,FT,MSL,ANI,8500,FT,MSL,L,TWIN PEAKS,NV,UNITED STATES,"FAA, OAKLAND ARTCC",,EXCLUSION2 EXCLUDES 2000 FT AGL TO 8500 FT MSL,1,1,"0715 - 2330, DAILY; OTHER TIMES BY NOTAM",-8,1,EXCLUDES 2000 FT AGL TO BUT NOT INCLUDING 8500 FT MSL,0,0,0,0,0,0,0.00213245231452674,0.372938111610588
1044,665D519A-9127-4FBE-8AED-67D136C69157,R-4812,R,,TNI,180,FL,STD,,0,FT,SFC,L,SAND SPRINGS,NV,UNITED STATES,"FAA, OAKLAND ARTCC",,,1,0,"0715 - 2330, DAILY; OTHER TIMES BY NOTAM",-8,1,,0,0,1,0,0,0,0.0367678761144816,1.23689521317372
1045,CD6C2E74-5816-47B9-88BF-3FA74E2186F2,R-4812,R,,TNI,2000,FT,SFC,,0,FT,SFC,L,SAND SPRINGS,NV,UNITED STATES,"FAA, OAKLAND ARTCC",,EXCLUSION1 EXCLUDES 2000 FT AGL TO 8500 FT MSL,1,1,"0715 - 2330, DAILY; OTHER TIMES BY NOTAM",-8,1,EXCLUDES 2000 FT AGL TO 8500 FT MSL,0,0,0,0,0,0,0.00149123530491124,0.377656683914608
1046,C49A9868-9870-41CF-99DE-9DF1195CB494,R-4812,R,,TNI,18000,FT,MSL,ANI,8500,FT,MSL,L,SAND SPRINGS,NV,UNITED STATES,"FAA, OAKLAND ARTCC",,EXCLUSION2 EXCLUDES 2000 FT AGL TO 8500 FT MSL,1,1,"0715 - 2330, DAILY; OTHER TIMES BY NOTAM",-8,1,EXCLUDES 2000 FT AGL TO 8500 FT MSL,0,0,0,0,0,0,0.00149123530491124,0.377656683914608
1047,1937E6BA-EE56-4D9C-A8D7-23A8FA1488EF,R-5103C,R,,,-9998,,UNLTD,,0,FT,SFC,B,MCGREGOR,NM,UNITED STATES,"FAA, ALBUQUERQUE ARTCC",,,1,0,"0700 - 2000, MON - FRI; OTHER TIMES BY NOTAM",-7,1,,0,0,1,1,0,0,0.209579091354271,2.09389845437907
